A_AAA,A_AAC,A_AAG,A_AAT,A_ACA,A_ACC,A_ACG,A_ACT,A_AGA,A_AGC,A_AGG,A_AGT,A_ATA,A_ATC,A_ATG,A_ATT,A_CAA,A_CAC,A_CAG,A_CAT,A_CCA,A_CCC,A_CCG,A_CCT,A_CGA,A_CGC,A_CGG,A_CGT,A_CTA,A_CTC,A_CTG,A_CTT,A_GAA,A_GAC,A_GAG,A_GAT,A_GCA,A_GCC,A_GCG,A_GCT,A_GGA,A_GGC,A_GGG,A_GGT,A_GTA,A_GTC,A_GTG,A_GTT,A_TAA,A_TAC,A_TAG,A_TAT,A_TCA,A_TCC,A_TCG,A_TCT,A_TGA,A_TGC,A_TGG,A_TGT,A_TTA,A_TTC,A_TTG,A_TTT,C_AAA,C_AAC,C_AAG,C_AAT,C_ACA,C_ACC,C_ACG,C_ACT,C_AGA,C_AGC,C_AGG,C_AGT,C_ATA,C_ATC,C_ATG,C_ATT,C_CAA,C_CAC,C_CAG,C_CAT,C_CCA,C_CCC,C_CCG,C_CCT,C_CGA,C_CGC,C_CGG,C_CGT,C_CTA,C_CTC,C_CTG,C_CTT,C_GAA,C_GAC,C_GAG,C_GAT,C_GCA,C_GCC,C_GCG,C_GCT,C_GGA,C_GGC,C_GGG,C_GGT,C_GTA,C_GTC,C_GTG,C_GTT,C_TAA,C_TAC,C_TAG,C_TAT,C_TCA,C_TCC,C_TCG,C_TCT,C_TGA,C_TGC,C_TGG,C_TGT,C_TTA,C_TTC,C_TTG,C_TTT,G_AAA,G_AAC,G_AAG,G_AAT,G_ACA,G_ACC,G_ACG,G_ACT,G_AGA,G_AGC,G_AGG,G_AGT,G_ATA,G_ATC,G_ATG,G_ATT,G_CAA,G_CAC,G_CAG,G_CAT,G_CCA,G_CCC,G_CCG,G_CCT,G_CGA,G_CGC,G_CGG,G_CGT,G_CTA,G_CTC,G_CTG,G_CTT,G_GAA,G_GAC,G_GAG,G_GAT,G_GCA,G_GCC,G_GCG,G_GCT,G_GGA,G_GGC,G_GGG,G_GGT,G_GTA,G_GTC,G_GTG,G_GTT,G_TAA,G_TAC,G_TAG,G_TAT,G_TCA,G_TCC,G_TCG,G_TCT,G_TGA,G_TGC,G_TGG,G_TGT,G_TTA,G_TTC,G_TTG,G_TTT,T_AAA,T_AAC,T_AAG,T_AAT,T_ACA,T_ACC,T_ACG,T_ACT,T_AGA,T_AGC,T_AGG,T_AGT,T_ATA,T_ATC,T_ATG,T_ATT,T_CAA,T_CAC,T_CAG,T_CAT,T_CCA,T_CCC,T_CCG,T_CCT,T_CGA,T_CGC,T_CGG,T_CGT,T_CTA,T_CTC,T_CTG,T_CTT,T_GAA,T_GAC,T_GAG,T_GAT,T_GCA,T_GCC,T_GCG,T_GCT,T_GGA,T_GGC,T_GGG,T_GGT,T_GTA,T_GTC,T_GTG,T_GTT,T_TAA,T_TAC,T_TAG,T_TAT,T_TCA,T_TCC,T_TCG,T_TCT,T_TGA,T_TGC,T_TGG,T_TGT,T_TTA,T_TTC,T_TTG,T_TTT,average,median,maximum,minimum,peak,none_levated_peak,sample_standard_deviation,population_standard_deviation,percentile15,percentile25,percentile50,percentile75,amplitude,variance,interquartile_range,semi_interquartile_range,coefficient_of_variation,skewness,kurtosis,k-tsallis1,k-tsallis2,k-tsallis3,k-tsallis4,k-tsallis5
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,2,0,1,1,1,1,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,1,0,0,1,0,1,0,0,1,2,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0,2,0,0,0,1,1,1,0,1,0,0,1,2,1,0,0,2,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,2,2,117.99999999999996,66.5875338161335,3606.0,11.445319280527029,0.3333333333333335,2.242768328992438,327.3133055651725,328.70910424519013,40.31280323928039,48.37361578257136,66.5875338161335,123.92031196110304,3594.5546807194733,108049.67521367523,75.54669617853169,37.77334808926585,2.7738415725862087,0.4712225135036211,0.2849825718522035,0.6354195021732545,0.7418061519003225,0.7624576697007401,0.7665365909158673,0.7673503357460071
2,0,0,3,0,0,0,0,1,0,2,0,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,2,0,0,0,1,2,95.99999999999996,51.9474306592435,2388.0,14.825568179553745,0.3333333333333335,2.074560329688161,241.85119391890538,243.1207627150711,26.01559529408241,36.81238739587132,51.9474306592435,95.9828327006533,2373.1744318204464,59107.70526315789,59.17044530478203,29.585222652391014,2.5192832699885988,0.5464422394647466,0.2208030334343459,0.6353811355997725,0.7403387740940061,0.7607333924852689,0.7654782880374205,0.7666492825095355
0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,2,0,1,0,1,0,0,1,0,1,0,0,2,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,3,0,1,1,3,0,1,1,0,1,2,0,0,114.0,89.03889439996874,3436.0,4.488752839765381,0.33333333333333337,2.177148905580024,314.6331196806846,316.0222351312406,42.02271077429237,53.561561768223726,89.03889439996874,110.29522297053198,3431.511247160235,99870.05309734514,56.733661202308255,28.366830601154128,2.759939646321796,0.23800201604996796,0.33522298373188714,0.6312108854205212,0.7428475191894046,0.7627886257549235,0.7665432858290958,0.7673421777716088
2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,77.99999999999999,46.4244892680034,1542.0,8.434085798428596,0.33333333333333337,1.8270446217297518,171.92440199110771,173.03719290912613,18.999974212797948,32.02145134712407,46.4244892680034,79.03217226842257,1533.5659142015713,29941.87012987013,47.01072092129849,23.505360460649246,2.2041589998859967,0.5509778198960332,0.2146315471460799,0.6397218915478668,0.7410334037523492,0.7609333129960612,0.7650526524146813,0.7659210134224029
0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,58.0,40.05913626646415,876.0,7.283312969479009,0.3333333333333333,1.5709975969649816,110.84223021935276,111.810303012062,19.073915313240978,25.235929400757517,40.05913626646415,63.70070368276309,868.7166870305209,12501.54385964912,38.46477428200557,19.232387141002786,1.9110729348164266,0.4855783855493938,0.30422969809535944,0.6344012684686903,0.7433876301755498,0.7589742205527936,0.7639099990900523,0.7646929121136701
1,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,3,1,2,1,2,2,0,1,0,0,0,1,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0,3,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,2,0,1,1,1,1,0,1,1,0,0,0,3,0,0,2,0,2,2,0,0,0,1,0,0,0,1,0,2,1,2,0,0,1,0,1,1,0,0,0,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,2,2,1,0,0,0,3,0,0,1,0,0,2,0,3,1,1,2,2,3,1,1,0,0,2,2,0,2,1,0,1,2,1,0,1,1,2,0,1,0,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,0,1,0,3,2,1,1,0,1,1,0,3,166.00000000000006,112.3203120837856,7138.0,14.474799985015846,0.3333333333333333,2.659465490109457,546.9497234664261,548.6046432044251,59.508589907776134,73.20173065647329,112.3203120837856,153.59826000541548,7123.525200014984,300967.0545454545,80.39652934894221,40.198264674471105,3.2948778522073847,0.2944312006010705,0.24285233383988775,0.6353679499157759,0.744760767035216,0.7632969719557395,0.7669448874340381,0.7678633942620026
6,2,2,2,2,0,0,0,1,1,0,0,2,1,1,1,2,0,0,0,0,0,0,1,1,0,0,1,1,1,2,0,0,0,0,3,1,1,0,0,0,0,2,1,0,1,0,0,5,1,0,0,0,0,0,2,0,1,0,1,3,1,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,4,2,1,2,1,1,2,0,0,0,1,0,1,2,0,2,0,0,1,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,0,2,0,1,2,1,0,0,3,1,0,2,150.0,86.38624320448223,6428.0,4.101979546814819,0.3333333333333333,2.6483534873222623,520.993282106401,522.7386581246757,39.388070601478574,50.1278562004062,86.38624320448223,143.16566790117562,6423.8980204531845,273255.7046979866,93.03781170076944,46.51890585038473,3.473288547376007,0.366302746966281,0.28918558954097434,0.6151086279430369,0.7332314354755377,0.7589789157629832,0.7655347170386049,0.7673903137134233
1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,70.0,51.52899219288314,1228.0,14.41001270878192,0.3333333333333333,1.665890047700915,142.13373983681709,143.1599895525829,22.145144441956482,27.57587437794023,51.52899219288314,74.32054314586557,1213.589987291218,20494.78260869565,46.744668767925326,23.372334383962663,2.0304819976688155,0.3898653724651863,0.3038876015554032,0.6418931901354444,0.7372672986565887,0.759689623408416,0.7643813012251345,0.7653267030417357
3,1,0,1,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,3,0,0,1,1,1,2,0,1,1,0,0,0,0,1,1,3,1,0,1,0,0,0,0,1,0,0,1,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,1,0,2,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,3,3,0,1,0,0,1,0,0,1,0,0,1,2,0,1,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0,1,1,1,0,0,1,0,1,2,5,0,0,3,0,0,1,2,0,0,1,0,2,1,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,1,2,1,0,2,0,1,1,2,2,3,158.00000000000006,105.72403373252905,6498.0,18.221429274790506,0.3333333333333332,2.640890667518242,510.699520266076,512.3233702153259,52.97823143926046,62.53614788378078,105.72403373252905,162.60051393422788,6479.77857072521,262475.2356687898,100.06436605044712,50.03218302522356,3.232275444721998,0.307084484278946,0.29628239067584466,0.634549903367057,0.7425123930831257,0.7630434436964845,0.7670356031197547,0.7678982621829175
3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,7,69.00000000000001,39.86549428280664,1275.0,5.2159343887942935,0.3333333333333333,1.7210440387517063,153.25142739955152,154.37416348904102,19.0483173775788,27.057784518537236,39.86549428280664,54.09728851437942,1269.7840656112055,23831.38235294117,27.03950399584219,13.519751997921094,2.2210351797036445,0.5703275893392163,0.18476838040820065,0.628725964958442,0.7257671797165794,0.7483679436727331,0.7575798688859101,0.7613361776743411
6,0,1,3,0,1,0,0,0,2,0,0,2,1,0,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.00000000000003,46.83532640354988,1359.0,9.67887287433494,0.33333333333333315,1.6896537713164117,160.93476939431082,162.14938865880512,20.197454925915086,21.6710713655211,46.83532640354988,64.93634414138964,1349.321127125665,26292.424242424244,43.26527277586854,21.63263638793427,2.4020114834971746,0.3758915554235043,0.3077947383461577,0.6005685822091946,0.7196227781578325,0.7502936341326824,0.760472603636232,0.7642481911653518
3,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,3,75.00000000000001,54.59614297307915,1439.0,7.253040406275558,0.3333333333333333,1.7513553854645434,161.83942659315127,162.92926669553862,24.126706665809913,29.437056906406045,54.59614297307915,71.32797197160428,1431.7469595937243,26545.945945945947,41.89091506519824,20.94545753259912,2.157859021242017,0.3782240976090616,0.22542246606998534,0.6380023687509029,0.7391871272241461,0.7588729779357707,0.7641763666370557,0.7656864996401671
2,2,0,2,3,1,0,0,0,1,0,0,3,0,1,1,2,2,1,1,0,1,1,2,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,3,2,0,2,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,1,0,2,0,3,1,1,0,0,0,2,1,0,1,0,1,0,0,4,1,1,0,0,1,2,0,2,2,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,2,2,0,1,0,2,0,1,3,0,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,1,0,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1,1,0,1,3,1,0,0,1,2,2,0,1,0,2,1,2,0,0,2,2,1,2,1,1,1,2,0,2,0,0,1,1,2,3,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,1,0,1,1,3,0,1,0,0,0,2,0,1,0,2,0,0,1,0,1,0,2,0,1,3,2,0,2,1,1,2,1,0,203.0,126.39887623585315,10417.0,17.106639596321426,0.33333333333333337,3.0116727831972265,727.2069856650168,729.0047807093104,61.7314464716943,76.12095734133743,126.39887623585315,177.1978563888345,10399.89336040368,531447.9702970297,101.07689904749708,50.53844952374854,3.5823004219951566,0.31600820099698274,0.1978569639881098,0.6402339346723297,0.7460879990908518,0.7642942519429328,0.7674672772145901,0.7681448410342019
9,5,3,2,2,2,3,2,0,0,2,3,1,2,2,2,2,4,0,1,0,0,1,1,3,1,0,5,0,1,0,5,2,2,2,1,2,1,2,0,2,1,5,1,1,0,2,1,1,1,1,3,0,1,1,0,2,2,3,3,1,2,1,6,3,1,0,1,2,1,1,0,1,0,1,1,0,1,1,2,3,2,1,0,1,0,2,2,0,1,2,0,1,1,3,2,1,2,1,2,2,1,1,1,3,0,0,1,2,0,2,1,3,1,1,1,3,1,1,0,2,1,2,0,4,0,0,4,9,1,4,3,1,1,2,1,2,2,1,1,0,0,0,1,1,1,2,0,1,1,1,2,2,1,2,1,0,0,1,1,2,0,1,1,1,0,1,1,2,0,1,4,3,2,3,2,4,1,0,0,1,1,1,1,1,2,0,0,1,0,3,3,4,1,0,3,3,0,3,5,0,3,1,0,3,4,1,2,1,4,2,2,0,0,1,1,0,3,1,1,0,1,1,0,1,2,0,2,1,4,1,0,0,1,0,2,4,1,2,0,3,1,0,0,5,0,1,0,2,1,2,3,0,2,4,3,391.0,263.48404571622103,38989.0,19.78624642498046,0.3333333333333334,4.18955471483713,1962.713937383642,1965.2286263552526,120.94066746213923,155.3227976791795,263.48404571622103,393.0557626178372,38969.21375357502,3862123.553846154,237.7329649386577,118.86648246932886,5.019728740111617,0.19490759991304946,0.2789094382623205,0.6385257612752168,0.7446818661892505,0.7637724827944163,0.7676452542525171,0.7686156067177468
2,2,3,1,0,1,2,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,2,0,0,2,1,1,2,0,1,0,0,2,2,0,0,3,0,1,1,1,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,3,1,2,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,2,1,0,2,1,1,1,1,0,1,2,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,2,1,1,1,1,1,1,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,4,1,0,0,1,1,0,2,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,2,0,3,159.00000000000003,111.63626212728205,6495.0,13.245250331525268,0.3333333333333333,2.6521378004109057,508.5233524627949,510.13006532089815,49.46998162930111,61.87597761905969,111.63626212728205,168.70929925075544,6481.754749668476,260232.68354430376,106.83332163169577,53.416660815847884,3.1982600783823574,0.27941924973553656,0.3034472129134147,0.6370891615277671,0.7429286165905841,0.7625700820491045,0.7667862844240273,0.7678438139528502
4,0,1,2,1,0,0,0,2,1,2,1,1,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,2,0,2,0,2,1,1,2,1,0,1,0,1,0,0,1,1,0,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,2,0,1,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,2,0,0,0,1,0,0,0,2,2,1,1,135.00000000000003,85.25022699332176,5055.0,15.480266573755356,0.3333333333333333,2.4318728427882093,428.5417132555476,430.1377773024436,51.388362959448145,60.0256740745795,85.25022699332176,118.22110091851982,5039.519733426245,185018.50746268657,58.195426843940325,29.097713421970163,3.1743830611522035,0.3482725587813071,0.2303122225007048,0.6217121759759132,0.7384848569755562,0.7611159740358913,0.7663000208645825,0.7675592185342541
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,2,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,1,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,77.0,46.85200974223673,1619.0,3.958270760518221,0.33333333333333337,1.8353222898139256,181.23465452280368,182.42309122072876,22.13791002169159,32.454826777030355,46.85200974223673,81.72281178916856,1615.0417292394818,33278.18421052631,49.267985012138205,24.633992506069102,2.3536968119844635,0.4990434694260406,0.231187458758652,0.6249405603831271,0.7366551332471121,0.7594928360256752,0.7651017916516991,0.7663218147227849
